;OPERATEUR;ANNEE;FILIERE;CODE_IRIS;NOM_COMMUNE;ADRESSE;CODE_GRAND_SECTEUR;CONSO;PDL;latitude;longitude;id;score
413309;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;20 RUE PIERRE DE MONTEREAU;T;1,120456e+02;2;48.387242;2.951866;77305_1190_00020;0.8723090909090909
413310;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;30 RUE JEAN JAURES;T;4,890668e+01;1;48.385886;2.957124;77305_0820_00030;0.87908
415421;Enedis;2019;E;774090000;SAINT-GERMAIN-LAVAL;5 RUE DE LA FONTAINE FROIDE;R;6,646686e+01;44;48.404557;2.984483;77409_0049_00005;0.856570909090909
415649;Enedis;2019;E;774390000;SALINS;5 RUE DE PROVINS;T;2,484779e+02;1;48.421989;3.021522;77439_0250_00005;0.8614927272727272
415650;Enedis;2019;E;774390000;SALINS;39 RUE DE COURCELLES;T;6,448459e+01;1;48.420605;3.027301;77439_0080_00039;0.8618372727272726
415651;Enedis;2019;E;774390000;SALINS;8 LES TUILERIES;T;8,943646e+01;1;48.41751;3.010733;77439_mltpga_00008;0.8587963636363636
416881;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;38 AVENUE ALBERT GRAVE;R;2,041967e+01;10;48.374745;2.937003;77482_0040_00038;0.8722472727272726
416882;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;12 ROUTE DE CANNES;R;1,141293e+02;14;48.373002;2.959935;77482_0080_00012;0.8663527272727273
416883;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;1 AVENUE ALBERT GRAVE;R;1,392035e+02;68;48.375682;2.930332;77482_0040_00001;0.8722472727272726
416884;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;34 AVENUE ALBERT GRAVE;R;3,283482e+01;16;48.374416;2.93584;77482_0040_00034;0.8722472727272726
416885;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;30 AVENUE ALBERT GRAVE;R;2,445815e+01;16;48.374309;2.934859;77482_0040_00030;0.8722472727272726
416886;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;1 RUE LOUISE GOUNON;R;1,922855e+01;10;48.374522;2.9367;77482_0410_00001;0.8596445454545454
416887;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;16 RUE MAX POL FOUCHET;R;9,946213e+01;15;48.372895;2.939966;77482_0485_00016;0.8633299999999999
416888;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;2 RUE MAX POL FOUCHET;R;1,184664e+02;15;48.373047;2.940992;77482_0485_00002;0.8633299999999999
416889;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;8 RUE DE MAISON ROUGE;R;4,790689e+01;10;48.373252;2.923001;77482_0480_00008;0.8614872727272727
416890;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;36 AVENUE ALBERT GRAVE;R;2,948292e+01;16;48.374444;2.936075;77482_0040_00036;0.8722472727272726
416891;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;28 AVENUE ALBERT GRAVE;R;2,142916e+01;16;48.374236;2.934113;77482_0040_00028;0.8722472727272726
416892;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;32 AVENUE ALBERT GRAVE;R;2,232555e+01;16;48.374327;2.935108;77482_0040_00032;0.8722472727272726
416893;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;24 B ROUTE DU PETIT FOSSARD;T;7,387410e+01;1;48.367608;2.957263;77482_0260_00024_bis;0.7095018881118882
416894;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;30 ROUTE DU PETIT FOSSARD;T;2,839648e+01;1;48.366883;2.957223;77482_0260_00030;0.8668445454545455
416895;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;8 AVENUE DU 8 MAI 1945;T;2,434276e+02;1;48.374252;2.943647;77482_0403_00008;0.8705436363636363
416896;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;6 ROUTE DE CANNES;T;7,620023e+02;2;48.374391;2.958309;77482_0080_00006;0.8663527272727273
416897;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;1 AVENUE DU 8 MAI 1945;T;1,604183e+02;1;48.376209;2.945117;77482_0403_00001;0.8705436363636363
416898;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;33 RUE DE LA SAUVAGERIE;T;1,185000e+02;1;48.373613;2.928698;77482_0720_00033;0.866480909090909
416899;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;24 ROUTE DU PETIT FOSSARD;T;1,610655e+02;1;48.367878;2.95728;77482_0260_00024;0.8668445454545455
416900;RTE;2019;E;774820000;VARENNES-SUR-SEINE;22 D 28;T;1,175611e+04;1;48.375018;2.922915;77482_0600_00022;0.20072545454545454
417489;Enedis;2019;E;775310000;VOULX;41 RUE PASTEUR;I;9,911650e+00;1;48.282138;2.960297;77531_0320_00041;0.8667336363636363
417490;Enedis;2019;E;775310000;VOULX;50 GRANDE RUE;I;8,867157e+01;1;48.280448;2.96903;77531_0198_00050;0.8684518181818182
417491;Enedis;2019;E;775310000;VOULX;6 RUE DE L ILE;R;1,729739e+01;10;48.282067;2.969938;77531_0205_00006;0.86122
417492;Enedis;2019;E;775310000;VOULX;31 RUE PASTEUR;T;2,194777e+01;1;48.281204;2.964763;77531_0320_00031;0.8667336363636363
417493;Enedis;2019;E;775310000;VOULX;5 ROUTE DE SAINT ANGE;T;3,082000e+00;1;48.281061;2.959586;77531_0385_00005;0.8521636363636362
417494;Enedis;2019;E;775310000;VOULX;15 RUE JULES MASSENET;T;1,837470e+02;1;48.277787;2.970797;77531_0260_00015;0.8603072727272727
